opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,engage_day,engage_month,engage_year,engage_quarter,close_day,close_month,close_year,close_quarter,manager,regional_office,series,sales_price
JSD4APT2,Versie Hillebrand,MG Special,Bioholding,Won,2016-11-10,2017-03-12 00:00:00.000000000,61.00,medical,2012,587.34,1356,Philipines,Indépendant,Thursday,November,2016,4,Sunday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
AO9Z2D17,Violet Mclelland,GTX Plus Pro,Xx-zobam,Lost,2016-11-10,2017-03-11 00:00:00.000000000,0.00,entertainment,1989,3838.39,8274,United States,Indépendant,Thursday,November,2016,4,Saturday,March,2017,1,Cara Losch,East,GTX,5482.00
5M58DTJK,Elease Gluck,MG Special,Cheers,Won,2016-11-11,2017-03-05 00:00:00.000000000,58.00,entertainment,1993,4269.90,6472,United States,Massive Dynamic,Friday,November,2016,4,Sunday,March,2017,1,Celia Rouche,West,MG,55.00
KNY1OSAB,Maureen Marcano,GTXPro,Labdrill,Won,2016-11-11,2017-03-14 00:00:00.000000000,4899.00,medical,1985,2741.37,9226,United States,Indépendant,Friday,November,2016,4,Tuesday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
EAZDUUM9,Rosie Papadopoulos,MG Advanced,Zotware,Lost,2016-11-11,2017-03-01 00:00:00.000000000,0.00,software,1979,4478.47,13809,United States,Indépendant,Friday,November,2016,4,Wednesday,March,2017,1,Cara Losch,East,MG,3393.00
2STUSOFE,Versie Hillebrand,MG Special,dambase,Won,2016-11-11,2017-03-03 00:00:00.000000000,67.00,marketing,1995,2173.98,2928,United States,Inity,Friday,November,2016,4,Friday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
JYKM0B00,James Ascencio,GTXPro,Xx-holding,Won,2016-11-12,2017-03-06 00:00:00.000000000,4338.00,finance,1993,7537.24,20293,United States,Indépendant,Saturday,November,2016,4,Monday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
KU28360J,Kary Hendrixson,GTX Basic,Fasehatice,Won,2016-11-12,2017-03-19 00:00:00.000000000,578.00,retail,1990,4968.91,7523,United States,Indépendant,Saturday,November,2016,4,Sunday,March,2017,1,Summer Sewald,West,GTX,550.00
N4SD17JR,Reed Clapper,GTX Basic,Acme Corporation,Won,2016-11-12,2017-03-01 00:00:00.000000000,556.00,technolgy,1996,1100.04,2822,United States,Indépendant,Saturday,November,2016,4,Wednesday,March,2017,1,Rocco Neubert,East,GTX,550.00
E67P9Y3Q,Rosalina Dieter,GTX Basic,Green-Plus,Won,2016-11-12,2017-03-03 00:00:00.000000000,635.00,services,2003,692.19,1922,United States,Indépendant,Saturday,November,2016,4,Friday,March,2017,1,Celia Rouche,West,GTX,550.00
AT3MMVIS,Wilburn Farren,MG Advanced,The New York Inquirer,Won,2016-11-12,2017-03-07 00:00:00.000000000,3045.00,medical,1996,439.21,792,United States,Indépendant,Saturday,November,2016,4,Tuesday,March,2017,1,Cara Losch,East,MG,3393.00
REJ11LRY,Garret Kinder,GTX Plus Basic,Mathtouch,Won,2016-11-13,2017-03-14 00:00:00.000000000,1233.00,marketing,1984,3027.46,9516,Jordan,Indépendant,Sunday,November,2016,4,Tuesday,March,2017,1,Cara Losch,East,GTX,1096.00
ERV0CAZ7,Versie Hillebrand,MG Special,Zumgoity,Won,2016-11-13,2017-03-09 00:00:00.000000000,60.00,medical,1984,441.08,1210,United States,Indépendant,Sunday,November,2016,4,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
8SOQADK7,Anna Snelling,MG Special,Gogozoom,Lost,2016-11-14,2017-03-30 00:00:00.000000000,0.00,telecommunications,2007,86.68,187,United States,Sonron,Monday,November,2016,4,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
TCHFT25B,Darcel Schlecht,GTX Basic,Stanredtax,Lost,2016-11-14,2017-03-08 00:00:00.000000000,0.00,finance,1987,1698.20,3798,United States,Indépendant,Monday,November,2016,4,Wednesday,March,2017,1,Melvin Marxen,Central,GTX,550.00
CZVN09WN,Darcel Schlecht,GTX Plus Basic,Konmatfix,Won,2016-11-14,2017-03-20 00:00:00.000000000,1170.00,marketing,1985,375.43,1190,United States,Indépendant,Monday,November,2016,4,Monday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
EG7OFLFR,Kami Bicknell,GTX Basic,Inconnu,Engaging,2016-11-14,2017-07-29 04:40:35.294117632,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Monday,November,2016,4,Saturday,July,2017,3,Summer Sewald,West,GTX,550.00
30UQWUKB,Marty Freudenburg,GTX Plus Basic,Genco Pura Olive Oil Company,Won,2016-11-15,2017-03-20 00:00:00.000000000,1162.00,retail,2007,894.33,1635,Italy,Indépendant,Tuesday,November,2016,4,Monday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
OLVI7L8M,Cassey Cress,GTXPro,Inconnu,Engaging,2016-11-16,2017-07-31 00:44:08.275862016,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Wednesday,November,2016,4,Monday,July,2017,3,Rocco Neubert,East,Inconnu,1096.00
97UN20YY,Darcel Schlecht,MG Advanced,Conecom,Won,2016-11-16,2017-03-14 00:00:00.000000000,3725.00,technolgy,2005,1520.66,1806,United States,Indépendant,Wednesday,November,2016,4,Tuesday,March,2017,1,Melvin Marxen,Central,MG,3393.00
JXLERZ9O,Kary Hendrixson,GTX Basic,Golddex,Won,2016-11-16,2017-03-31 00:00:00.000000000,559.00,finance,2008,52.50,165,United States,Indépendant,Wednesday,November,2016,4,Friday,March,2017,1,Summer Sewald,West,GTX,550.00
6ROE69W5,Rosalina Dieter,GTX Basic,Plexzap,Lost,2016-11-16,2017-03-11 00:00:00.000000000,0.00,retail,2001,2437.85,4874,United States,Indépendant,Wednesday,November,2016,4,Saturday,March,2017,1,Celia Rouche,West,GTX,550.00
0DFXFKT7,Darcel Schlecht,GTX Plus Basic,Rundofase,Lost,2016-11-17,2017-03-21 00:00:00.000000000,0.00,technolgy,1983,1008.06,1238,United States,Indépendant,Thursday,November,2016,4,Tuesday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
XKMZVSN4,James Ascencio,GTX Plus Pro,Sonron,Won,2016-11-17,2017-03-05 00:00:00.000000000,4667.00,telecommunications,1999,1699.85,5108,United States,Indépendant,Thursday,November,2016,4,Sunday,March,2017,1,Summer Sewald,West,GTX,5482.00
IU8V0BZK,Marty Freudenburg,GTX Plus Basic,Finhigh,Won,2016-11-17,2017-03-17 00:00:00.000000000,903.00,finance,2006,1102.43,1759,United States,Indépendant,Thursday,November,2016,4,Friday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
XY42936P,Maureen Marcano,GTX Plus Basic,Finjob,Won,2016-11-17,2017-03-13 00:00:00.000000000,1180.00,employment,1988,2059.90,3644,United States,Indépendant,Thursday,November,2016,4,Monday,March,2017,1,Summer Sewald,West,GTX,1096.00
XRN54MBM,Niesha Huffines,GTX Basic,Ron-tech,Won,2016-11-17,2017-03-05 00:00:00.000000000,487.00,medical,1992,3922.42,6837,United States,Indépendant,Thursday,November,2016,4,Sunday,March,2017,1,Melvin Marxen,Central,GTX,550.00
2V848WZD,Lajuana Vencill,MG Advanced,Stanredtax,Won,2016-11-18,2017-03-04 00:00:00.000000000,3180.00,finance,1987,1698.20,3798,United States,Indépendant,Friday,November,2016,4,Saturday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
ONYNTUCG,Darcel Schlecht,GTXPro,Funholding,Lost,2016-11-19,2017-03-17 00:00:00.000000000,0.00,finance,1991,2819.50,7227,United States,Golddex,Saturday,November,2016,4,Friday,March,2017,1,Melvin Marxen,Central,Inconnu,1096.00
HIOHX80Y,Darcel Schlecht,MG Advanced,Gogozoom,Won,2016-11-19,2017-03-18 00:00:00.000000000,3563.00,telecommunications,2007,86.68,187,United States,Sonron,Saturday,November,2016,4,Saturday,March,2017,1,Melvin Marxen,Central,MG,3393.00
F5U1ACDD,Kami Bicknell,GTX Plus Basic,Inconnu,Engaging,2016-11-19,2017-07-29 04:40:35.294117632,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Saturday,November,2016,4,Saturday,July,2017,3,Summer Sewald,West,GTX,1096.00
LPKT07PV,Boris Faz,GTXPro,Opentech,Won,2016-11-20,2017-03-23 00:00:00.000000000,4704.00,finance,1994,355.23,853,United States,Indépendant,Sunday,November,2016,4,Thursday,March,2017,1,Rocco Neubert,East,Inconnu,1096.00
WPB2SLIG,Donn Cantrell,GTX Plus Pro,Silis,Won,2016-11-20,2017-03-14 00:00:00.000000000,5585.00,medical,1994,2818.38,6290,United States,Indépendant,Sunday,November,2016,4,Tuesday,March,2017,1,Rocco Neubert,East,GTX,5482.00
XUSUEAV7,Elease Gluck,GTK 500,Zoomit,Won,2016-11-20,2017-03-09 00:00:00.000000000,25897.00,entertainment,1992,324.19,978,United States,Indépendant,Sunday,November,2016,4,Thursday,March,2017,1,Celia Rouche,West,GTK,26768.00
ZZY4516R,Hayden Neloms,MG Advanced,Inconnu,Engaging,2016-11-20,2017-08-03 21:47:22.105263104,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Sunday,November,2016,4,Thursday,August,2017,3,Celia Rouche,West,MG,3393.00
3TYPII47,Kami Bicknell,GTX Plus Basic,Goodsilron,Won,2016-11-20,2017-03-03 00:00:00.000000000,1207.00,marketing,2000,2952.73,5107,United States,Indépendant,Sunday,November,2016,4,Friday,March,2017,1,Summer Sewald,West,GTX,1096.00
7WAX8Z8O,Lajuana Vencill,MG Advanced,Cancity,Lost,2016-11-20,2017-03-08 00:00:00.000000000,0.00,retail,2001,718.62,2448,United States,Indépendant,Sunday,November,2016,4,Wednesday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
MYDUMR3R,Lajuana Vencill,GTX Basic,Rangreen,Won,2016-11-20,2017-03-04 00:00:00.000000000,559.00,technolgy,1987,2938.67,8775,Panama,Indépendant,Sunday,November,2016,4,Saturday,March,2017,1,Dustin Brinkmann,Central,GTX,550.00
0DRC1U9Q,Maureen Marcano,GTX Basic,Green-Plus,Engaging,2016-11-20,2017-07-29 18:49:00.845070336,472.00,services,2003,692.19,1922,United States,Indépendant,Sunday,November,2016,4,Saturday,July,2017,3,Summer Sewald,West,GTX,550.00
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,2016-11-20,2017-03-09 00:00:00.000000000,1033.00,marketing,1995,2173.98,2928,United States,Inity,Sunday,November,2016,4,Thursday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
25YKPHX8,Donn Cantrell,GTX Basic,Kan-code,Won,2016-11-21,2017-03-21 00:00:00.000000000,462.00,software,1982,11698.03,34288,United States,Indépendant,Monday,November,2016,4,Tuesday,March,2017,1,Rocco Neubert,East,GTX,550.00
BXXMA7F3,Hayden Neloms,MG Advanced,Nam-zim,Lost,2016-11-21,2017-03-01 00:00:00.000000000,0.00,services,1987,405.59,1179,Brazil,Warephase,Monday,November,2016,4,Wednesday,March,2017,1,Celia Rouche,West,MG,3393.00
GIUUTBXM,Kary Hendrixson,GTXPro,Y-corporation,Won,2016-11-21,2017-03-14 00:00:00.000000000,5539.00,employment,1983,2871.35,9561,United States,Indépendant,Monday,November,2016,4,Tuesday,March,2017,1,Summer Sewald,West,Inconnu,1096.00
MFX2LR1Q,Lajuana Vencill,MG Advanced,Ron-tech,Won,2016-11-21,2017-03-15 00:00:00.000000000,3573.00,medical,1992,3922.42,6837,United States,Indépendant,Monday,November,2016,4,Wednesday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
DUHE9FLY,Marty Freudenburg,GTXPro,Conecom,Won,2016-11-21,2017-03-01 00:00:00.000000000,4926.00,technolgy,2005,1520.66,1806,United States,Indépendant,Monday,November,2016,4,Wednesday,March,2017,1,Melvin Marxen,Central,Inconnu,1096.00
96BSG7R1,Zane Levy,GTX Plus Basic,Sunnamplex,Lost,2016-11-21,2017-03-17 00:00:00.000000000,0.00,marketing,2008,894.37,1593,Poland,Indépendant,Monday,November,2016,4,Friday,March,2017,1,Summer Sewald,West,GTX,1096.00
7FQMSWIX,Corliss Cosme,MG Special,Bioplex,Won,2016-11-22,2017-03-04 00:00:00.000000000,62.00,medical,1991,326.82,1016,United States,Indépendant,Tuesday,November,2016,4,Saturday,March,2017,1,Cara Losch,East,MG,55.00
C20AVXN7,Darcel Schlecht,GTXPro,Gogozoom,Won,2016-11-22,2017-03-14 00:00:00.000000000,4359.00,telecommunications,2007,86.68,187,United States,Sonron,Tuesday,November,2016,4,Tuesday,March,2017,1,Melvin Marxen,Central,Inconnu,1096.00
GS1QVWCR,Kami Bicknell,GTX Basic,Plusstrip,Won,2016-11-22,2017-03-31 00:00:00.000000000,566.00,entertainment,2002,349.81,315,United States,Indépendant,Tuesday,November,2016,4,Friday,March,2017,1,Summer Sewald,West,GTX,550.00
ZWH8FXY3,Marty Freudenburg,GTX Basic,Toughzap,Won,2016-11-22,2017-03-03 00:00:00.000000000,508.00,retail,1995,332.43,799,United States,Indépendant,Tuesday,November,2016,4,Friday,March,2017,1,Melvin Marxen,Central,GTX,550.00
2U94Y3Q9,Rosie Papadopoulos,MG Advanced,Vehement Capital Partners,Lost,2016-11-22,2017-03-20 00:00:00.000000000,0.00,finance,1993,646.10,883,United States,Golddex,Tuesday,November,2016,4,Monday,March,2017,1,Cara Losch,East,MG,3393.00
AAR79NOO,Versie Hillebrand,MG Special,Codehow,Won,2016-11-22,2017-03-11 00:00:00.000000000,51.00,software,1998,2714.90,2641,United States,Acme Corporation,Tuesday,November,2016,4,Saturday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
B6B0PNR2,Vicki Laflamme,GTXPro,Dalttechnology,Won,2016-11-22,2017-03-05 00:00:00.000000000,4899.00,software,2013,98.79,96,United States,Bubba Gump,Tuesday,November,2016,4,Sunday,March,2017,1,Celia Rouche,West,Inconnu,1096.00
M7I5O9YU,Corliss Cosme,GTX Basic,Cheers,Engaging,2016-11-23,2017-08-04 04:24:06.288209664,472.00,entertainment,1993,4269.90,6472,United States,Massive Dynamic,Wednesday,November,2016,4,Friday,August,2017,3,Cara Losch,East,GTX,550.00
LXZA2OSZ,Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2016-11-23,2017-03-03 00:00:00.000000000,5790.00,employment,1997,882.12,2769,United States,Indépendant,Wednesday,November,2016,4,Friday,March,2017,1,Cara Losch,East,GTX,5482.00
N0ONCYVZ,Donn Cantrell,MG Special,Kinnamplus,Lost,2016-11-23,2017-03-30 00:00:00.000000000,0.00,retail,2004,702.72,1831,United States,Indépendant,Wednesday,November,2016,4,Thursday,March,2017,1,Rocco Neubert,East,MG,55.00
GYB4W2AU,Elease Gluck,MG Advanced,Inconnu,Engaging,2016-11-23,2017-07-29 05:42:51.428571392,472.00,Inconnu,1995,1698.20,3492,Non spécifié,Indépendant,Wednesday,November,2016,4,Saturday,July,2017,3,Celia Rouche,West,MG,3393.00
513DPFX5,Gladys Colclough,GTXPro,Codehow,Won,2016-11-23,2017-03-03 00:00:00.000000000,4438.00,software,1998,2714.90,2641,United States,Acme Corporation,Wednesday,November,2016,4,Friday,March,2017,1,Melvin Marxen,Central,Inconnu,1096.00
RU023K5W,Gladys Colclough,MG Advanced,Finhigh,Won,2016-11-23,2017-03-17 00:00:00.000000000,2972.00,finance,2006,1102.43,1759,United States,Indépendant,Wednesday,November,2016,4,Friday,March,2017,1,Melvin Marxen,Central,MG,3393.00
VDIU10RV,Markita Hansen,MG Special,Lexiqvolax,Engaging,2016-11-23,2017-08-05 21:40:26.431718144,472.00,medical,2004,1618.89,3889,United States,Indépendant,Wednesday,November,2016,4,Saturday,August,2017,3,Celia Rouche,West,MG,55.00
BZCBQ514,Markita Hansen,GTX Basic,Y-corporation,Won,2016-11-23,2017-03-01 00:00:00.000000000,523.00,employment,1983,2871.35,9561,United States,Indépendant,Wednesday,November,2016,4,Wednesday,March,2017,1,Celia Rouche,West,GTX,550.00
HEE6P0QH,Anna Snelling,MG Advanced,Statholdings,Won,2016-11-24,2017-03-25 00:00:00.000000000,3647.00,employment,1997,291.27,586,United States,Indépendant,Thursday,November,2016,4,Saturday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
L8CHRJ2B,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2016-11-24,2017-03-01 00:00:00.000000000,4200.00,finance,1998,2022.14,5113,United States,Indépendant,Thursday,November,2016,4,Wednesday,March,2017,1,Rocco Neubert,East,MG,3393.00
579LZ3F9,Daniell Hammack,GTX Plus Basic,J-Texon,Engaging,2016-11-24,2017-07-27 12:42:21.176470528,472.00,retail,1989,1388.67,3583,United States,Indépendant,Thursday,November,2016,4,Thursday,July,2017,3,Rocco Neubert,East,GTX,1096.00
SU8JNMP4,Kami Bicknell,GTX Plus Basic,Bubba Gump,Engaging,2016-11-24,2017-07-29 04:40:35.294117632,472.00,software,2002,987.39,2253,United States,Indépendant,Thursday,November,2016,4,Saturday,July,2017,3,Summer Sewald,West,GTX,1096.00
V2X2KMUR,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2016-11-24,2017-03-28 00:00:00.000000000,1059.00,telecommunications,1995,1825.82,5595,United States,Sonron,Thursday,November,2016,4,Tuesday,March,2017,1,Summer Sewald,West,GTX,1096.00
AJIPJP75,Marty Freudenburg,GTX Plus Basic,Codehow,Lost,2016-11-24,2017-03-05 00:00:00.000000000,0.00,software,1998,2714.90,2641,United States,Acme Corporation,Thursday,November,2016,4,Sunday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
NYVA2G6U,Versie Hillebrand,MG Special,Dontechi,Won,2016-11-24,2017-03-02 00:00:00.000000000,57.00,software,1982,4618.00,10083,United States,Indépendant,Thursday,November,2016,4,Thursday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
FF45BXTL,Vicki Laflamme,MG Advanced,Konex,Won,2016-11-24,2017-03-27 00:00:00.000000000,3671.00,technolgy,1980,7708.38,13756,United States,Indépendant,Thursday,November,2016,4,Monday,March,2017,1,Celia Rouche,West,MG,3393.00
TTA9LYBS,Anna Snelling,MG Special,Treequote,Won,2016-11-25,2017-03-01 00:00:00.000000000,58.00,telecommunications,1988,5266.09,8595,United States,Sonron,Friday,November,2016,4,Wednesday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
PAGZQH8L,Cecily Lampkin,MG Advanced,Treequote,Won,2016-11-25,2017-03-06 00:00:00.000000000,3956.00,telecommunications,1988,5266.09,8595,United States,Sonron,Friday,November,2016,4,Monday,March,2017,1,Dustin Brinkmann,Central,MG,3393.00
J7YF6DS7,Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2016-11-25,2017-03-01 00:00:00.000000000,5964.00,medical,1999,251.41,495,United States,Indépendant,Friday,November,2016,4,Wednesday,March,2017,1,Cara Losch,East,GTX,5482.00
S5IXY4Z9,Corliss Cosme,GTXPro,Betasoloin,Won,2016-11-25,2017-03-06 00:00:00.000000000,4570.00,medical,1999,251.41,495,United States,Indépendant,Friday,November,2016,4,Monday,March,2017,1,Cara Losch,East,Inconnu,1096.00
JQBJMETQ,Darcel Schlecht,MG Special,Domzoom,Won,2016-11-25,2017-03-27 00:00:00.000000000,49.00,entertainment,1998,217.87,551,United States,Indépendant,Friday,November,2016,4,Monday,March,2017,1,Melvin Marxen,Central,MG,55.00
0LVWSWEW,Violet Mclelland,MG Special,Donquadtech,Won,2016-11-25,2017-03-06 00:00:00.000000000,65.00,technolgy,1992,1712.68,3194,United States,Acme Corporation,Friday,November,2016,4,Monday,March,2017,1,Cara Losch,East,MG,55.00
K53BC1T9,Anna Snelling,MG Special,Domzoom,Lost,2016-11-26,2017-03-27 00:00:00.000000000,0.00,entertainment,1998,217.87,551,United States,Indépendant,Saturday,November,2016,4,Monday,March,2017,1,Dustin Brinkmann,Central,MG,55.00
D40N5I9Y,Darcel Schlecht,GTXPro,Finhigh,Won,2016-11-26,2017-03-08 00:00:00.000000000,4739.00,finance,2006,1102.43,1759,United States,Indépendant,Saturday,November,2016,4,Wednesday,March,2017,1,Melvin Marxen,Central,Inconnu,1096.00
051QTX8Z,Niesha Huffines,GTX Plus Basic,Globex Corporation,Won,2016-11-26,2017-03-21 00:00:00.000000000,1080.00,technolgy,2000,1223.72,2497,Norway,Indépendant,Saturday,November,2016,4,Tuesday,March,2017,1,Melvin Marxen,Central,GTX,1096.00
5D2XH04S,Reed Clapper,MG Special,Plussunin,Won,2016-11-26,2017-03-12 00:00:00.000000000,57.00,retail,2003,1419.98,4018,United States,Indépendant,Saturday,November,2016,4,Sunday,March,2017,1,Rocco Neubert,East,MG,55.00
